NUID,SATREAD,SATMATH,ACTCUM,CARNIGIE,AVGSALMALE,AVGSALWOM,AVGSALTOT,HOUSE,HDEM,HREP,SENATE,SDEM,SREP,PERNWHT,STUFACR,TUITINS,FEEINS,TUITOUT,FEEOUT,FOOTBALL,TUITPER,SLCTVTY,APPEAL,RSRCHPSTU,HIGHBP,CHGENROL,FRACDEGRE,RETPCNT
5254,680,670,30,21,9632,8598,9067,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.36918304,9,44820,904,44820,904,NA,0.490573744,0.501611863,1.174807198,737.6766632,NA,1,0.215442951,93
1839,570,580,25,19,8868,8612,8720,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.382008434,12,21250,628,21250,628,NA,0.854339566,0.748820755,1.291338583,0,NA,1,0.240668437,84
8071,570,600,27,17,8628,8095,8342,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.176578225,13,27870,560,27870,560,0.769,0.650593274,0.65860735,1.164464023,0,38,1,0.245882891,83
332,.,.,.,23,5789,5537,5678,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.327365729,16,5870,1330,10040,1330,NA,0.19450085,0.64556962,1.392156863,123.4557545,NA,1,0.214066496,69
4642,510,540,23,22,8179,7700,7951,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.357759412,19,5870,1255,15320,1255,NA,0.308768298,0.600470958,0.107189542,177.8023875,NA,1,0.140220386,82
435,500,530,21,23,5973,5540,5781,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.304017372,16,5870,1542,15320,1542,0.3,0.149190574,0.616570328,1.6,8.720684039,NA,1,0.169923996,67
2733,580,610,26,15,10281,8047,9423,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.426064909,19,5870,2170,16190,2170,NA,0.104348859,0.216266174,3.666666667,17530.41131,33.4,1,0.225507099,81
7248,650,700,30,15,11137,9067,10346,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.61333659,17,5870,2125,17810,2125,NA,0.087675342,0.155940594,3.587301587,4394.394689,NA,1,0.224858678,90
3981,550,580,26,19,8908,7683,8487,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.209065355,18,5870,1220,15320,1220,NA,0.236577476,3.144654088,0.305333333,538.5354884,NA,1,0.220309206,84
4393,570,590,26,18,7701,6704,7181,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.240597521,18,5870,1352,15320,1352,0.727,0.23124292,0.636825397,0.039880359,102.4975103,NA,1,0.234240915,81
7878,520,540,.,18,7843,6996,7444,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.395892256,15,5870,1152,15230,1152,0.5,0.179075721,13.42045455,0.116850127,176.256633,34.5,1,0.185252525,75
3495,570,580,26,19,7139,6461,6817,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.191915818,15,5870,1530,15320,1530,NA,0.236637618,0.597315436,0.009987516,26.22431936,NA,1,0.230833473,78
419,580,600,25,20,6495,5930,6242,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.205012077,18,5870,1350,15320,1350,NA,0.223914868,48.04166667,0.049436253,25.85190217,NA,1,0.224486715,87
384,590,590,26,18,7097,6302,6733,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.201359833,18,5870,1311,15320,1311,NA,0.229033993,40.64285714,0.177504394,179.2756276,NA,1,0.214748954,78
2386,.,.,.,18,6607,5744,6194,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.246621622,13,5870,1304,15320,1304,NA,0.191593044,0.72766323,1.182998819,55.88872466,NA,1,0.209881757,74
3590,600,580,26,21,7153,7033,7092,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.500980008,16,5870,1703,15320,1703,NA,0.240395784,0.477011494,1.309236948,20.42355939,NA,1,0.184045472,82
6869,530,550,22,21,8465,7688,8055,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.639022584,19,5570,1054,14820,1054,NA,0.201306928,0.532511211,1.4,196.4400222,NA,1,0.173824509,76
7316,550,570,24,18,7331,6215,6830,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.262377663,16,5870,1309,15320,1309,NA,0.239731425,0.611795204,1.137711864,118.5696603,NA,1,0.245538284,84
4671,570,600,26,22,6588,6384,6536,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.367508668,16,5870,1239,15320,1239,0.5,0.235488078,8.033898305,0.38326301,23.13422486,NA,1,0.204556711,79
5537,620,650,28,16,11458,9741,10822,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.428815849,16,38970,1488,38970,1488,NA,0.488827495,0.331108144,2.310483871,1907.303527,33.3,1,0.174005703,92
4868,.,.,.,24,2500,NA,2500,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.111111111,10,5000,0,5000,0,NA,0.407958501,0.962999026,0.656218402,0,38,1,0.148148148,75
6154,.,.,.,24,5984,NA,5984,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0,20,10450,0,10450,0,NA,0.636891331,0.924497992,0.686359687,0,NA,1,0.01010101,48
849,.,.,.,18,7303,6772,7050,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.44273797,16,14900,350,14900,350,NA,0.55832605,0.044041451,60.29411765,0,30.7,1,0.254461079,46
1119,680,720,31,21,11000,9685,10454,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.252723312,10,46314,471,46314,471,NA,0.395911043,0.421412301,1.497297297,760.7594771,31.9,1,0.212636166,92
4483,695,690,30,21,9148,8235,8854,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.29965383,7,0,0,0,0,NA,NA,0.781456954,0.326271186,4395.015145,NA,1,0.22803981,96
6124,520,530,23,19,8332,7452,7905,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.322112211,11,32280,520,32280,520,0.3,0.716323489,0.860248447,0.913357401,9.638063806,NA,1,0.237623762,72
5993,740,730,33,21,11339,10742,11065,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.385074627,8,47180,710,47180,710,NA,0.226241473,0.294511379,2.084090909,1597.413806,NA,1,0.228358209,96
2677,.,.,.,13,3589,3519,3550,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.304526749,9,17640,600,17640,600,NA,0.814888496,0.761829653,1.991718427,0,34.5,1,0.197530864,59
2291,570,580,26,30,5235,4260,4887,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.661340113,8,32270,0,32270,0,NA,0.978451525,0.75,1.330289193,NA,30.7,1,0.198837843,83
1337,630,640,27,19,8206,7699,7949,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.289600702,14,38920,300,38920,300,NA,0.625705183,0.669211196,1.311787072,0,NA,1,0.24879333,88
8167,745,765,.,27,9338,7708,9175,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.139240506,8,42750,0,42750,0,NA,0,24.05882353,0.530562347,0,NA,1,0.202531646,91
3491,600,590,26,21,7383,6691,6983,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.366606171,10,34400,1500,34400,1500,NA,0.250565523,0.348958333,1.129353234,0,NA,1,0.157894737,73
2030,.,.,.,10,NA,5411,5411,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.941176471,39,16820,0,16820,0,NA,0.908552399,1,1,NA,NA,1,0.524221453,80
3740,.,.,.,24,1967,NA,1967,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0,20,8100,0,8100,0,NA,0.499211664,0.916060806,0.706349206,0,NA,1,0.022624434,63
230,.,.,.,24,6270,NA,6270,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0,15,14550,110,14550,110,NA,0.593918382,0.842227378,0.552341598,4121.361702,NA,1,0.095744681,90
660,680,690,29,15,5720,4144,5086,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.368334924,6,36600,1000,36600,1000,NA,0.192165051,0.560747664,5.683333333,40579.02632,30.7,1,0.282421928,93
2486,.,.,.,24,2465,NA,2465,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0,11,7500,0,7500,0,NA,0.656118382,0.921787709,0.703703704,0,NA,1,0.165457184,98
1273,.,.,.,24,2634,NA,2634,-1.061,-1.387,-0.003,-0.754,-1.626,0.043,0.042307692,20,10700,100,10700,100,NA,0.236168847,1.034852547,0.663212435,0,NA,1,0.038461538,88
8016,620,620,28,18,8193,7082,7657,0.76,-0.725,0.916,0.845,-0.561,0.989,0.134453347,16,3772,2690,15980,2690,0.333,0.268090668,9.671328671,0.36659436,160.7688808,NA,1,0.21985009,87
4168,500,520,22,22,5904,5774,5838,0.76,-0.725,0.916,0.845,-0.561,0.989,0.435810811,11,23348,2048,23348,2048,NA,0.592828371,0.186939821,2.47260274,0,NA,1,0.214527027,69
4341,540,530,24,22,4697,4327,4524,0.76,-0.725,0.916,0.845,-0.561,0.989,0.639004149,17,18500,0,18500,0,NA,0.489291437,0.510526316,1.621993127,0,NA,1,0.164937759,65
534,.,.,.,21,4987,4915,4938,0.76,-0.725,0.916,0.845,-0.561,0.989,0.994851995,10,14906,2224,14906,2224,NA,0.295008728,0.617563739,1.431192661,0,35.7,1,0.160875161,61
4264,520,530,22,21,5016,5099,5054,0.76,-0.725,0.916,0.845,-0.561,0.989,0.25942029,11,25000,200,25000,200,NA,0.366106082,0.051580699,13.25806452,0,NA,1,0.147826087,57
2388,525,525,25,26,7846,6577,6672,0.76,-0.725,0.916,0.845,-0.561,0.989,0.158536585,9,11040,290,11040,290,NA,NA,32.30769231,0.573809524,0,33.8,1,0.463414634,NA
4693,655,645,27,18,7581,7447,7536,0.76,-0.725,0.916,0.845,-0.561,0.989,0.429624665,16,25300,940,25300,940,NA,0.505353739,11.85833333,0.692902319,0,NA,1,0.191689008,80
7012,540,560,.,22,6623,5950,6342,0.76,-0.725,0.916,0.845,-0.561,0.989,0.270818248,14,26820,0,26820,0,NA,0.436486615,0.220046083,2.926701571,16.37871108,NA,1,0.204923968,70
5273,430,440,17,22,6121,6233,6164,0.76,-0.725,0.916,0.845,-0.561,0.989,0.764705882,16,22160,350,22160,350,NA,0.533322458,0.624485597,1.225700165,0,NA,1,0.104890149,48
2839,730,710,33,21,12227,10951,11706,0.76,-0.725,0.916,0.845,-0.561,0.989,0.287267081,10,42425,424,42425,424,NA,0.188637381,0.121656601,5.354609929,1092.681159,NA,1,0.238612836,96
3825,760,790,34,15,15999,11185,14288,0.76,-0.725,0.916,0.845,-0.561,0.989,0.50388344,7,44020,1356,44020,1356,0.714,0.068106746,1.229064039,0.261523046,45707.46641,35,1,0.279550995,97
4395,450,470,18,22,7783,7236,7545,0.76,-0.725,0.916,0.845,-0.561,0.989,0.848968105,15,2776,1653,13633,1653,NA,0.114961128,0.583580613,1.352542373,945.8342714,NA,1,0.150719199,72
403,660,660,26,20,8729,8207,8485,0.76,-0.725,0.916,0.845,-0.561,0.989,0.190158336,12,29750,399,29750,399,NA,0.637779943,0.699701493,0.162969283,0,NA,1,0.219807513,90
7583,450,470,19,19,8246,7830,8064,0.76,-0.725,0.916,0.845,-0.561,0.989,0.807495282,17,2743,1862,13539,1862,NA,0.138538558,0.558139535,1.513888889,139.2884875,38.8,1,0.151388514,71
3087,550,570,25,18,6784,6006,6413,0.76,-0.725,0.916,0.845,-0.561,0.989,0.325417312,13,25440,390,25440,390,NA,0.600240229,0.55011655,0.983050847,0,NA,1,0.251763896,72
400,500,520,21,22,6116,5905,6025,0.76,-0.725,0.916,0.845,-0.561,0.989,0.477696675,12,25806,500,25806,500,0.2,0.535381318,0.143589744,11.67857143,0,35.7,1,0.184914842,60
4962,610,580,26,21,6625,6069,6361,0.76,-0.725,0.916,0.845,-0.561,0.989,0.396526773,15,32090,380,32090,380,0.6,0.48042005,0.656753408,1.247169811,53.86034732,35.7,1,0.190665702,72
1019,580,600,26,22,7209,6538,6894,0.76,-0.725,0.916,0.845,-0.561,0.989,0.183200908,15,27100,3615,27100,3615,NA,0.528444166,0.745176314,0.098214286,0,35,1,0.206129398,75
2197,470,450,19,21,6133,6180,6158,0.76,-0.725,0.916,0.845,-0.561,0.989,0.991085475,11,15466,2770,15466,2770,NA,0.426273194,0.35359589,0.946731235,339.013634,34.7,1,0.13214473,56
1798,.,.,.,22,4508,4180,4350,0.76,-0.725,0.916,0.845,-0.561,0.989,0.808295964,15,23450,700,23450,700,NA,0.395876375,0.279596977,3.441441441,0,NA,1,0.207399103,60
2292,530,550,23,22,6619,6582,6600,0.76,-0.725,0.916,0.845,-0.561,0.989,0.314285714,13,29310,0,29310,0,NA,0.44194585,0.727429063,0.612293144,0,NA,1,0.204761905,62
3518,410,410,16,22,5486,5643,5557,0.76,-0.725,0.916,0.845,-0.561,0.989,0.995812395,15,13940,2084,13940,2084,NA,0.495051264,0.711670481,1.036977492,0,NA,1,0.113902848,53
8115,420,430,.,9,4442,4325,4387,0.76,-0.725,0.916,0.845,-0.561,0.989,0.786445013,15,13450,2090,13450,2090,NA,0.433581519,3.168202765,0.411636364,0,NA,1,0.1342711,44
3466,510,530,23,22,5157,4894,5017,0.76,-0.725,0.916,0.845,-0.561,0.989,0.274054413,12,23152,2484,23152,2484,NA,0.355649324,0.583441138,1.498891353,0,NA,1,0.141340411,58
4492,570,570,25,22,6990,6896,6925,0.76,-0.725,0.916,0.845,-0.561,0.989,0.274781005,12,30562,0,30562,0,NA,0.606279155,0.184079602,9.067567568,0,30.4,1,0.26187183,72
56,520,540,23,22,7007,6386,6726,0.76,-0.725,0.916,0.845,-0.561,0.989,0.530591775,12,27530,300,27530,300,0.8,0.630272273,0.638358779,1.076233184,0,38.8,1,0.129053828,54
7725,550,530,23,20,5391,4568,5125,0.76,-0.725,0.916,0.845,-0.561,0.989,0.421831637,12,23320,200,23320,200,NA,0.581727365,0.657931034,0.042976939,0,NA,1,0.187789084,58
1653,490,530,20,22,6184,6310,6231,0.76,-0.725,0.916,0.845,-0.561,0.989,0.68263351,14,17300,0,17300,0,NA,0.751199093,0.094444444,10.70588235,0,NA,1,0.193028944,64
345,650,640,27,21,7770,6880,7371,0.76,-0.725,0.916,0.845,-0.561,0.989,0.153691724,14,3666,2575,17488,2575,NA,0.234295816,0.590628853,1.72651357,410.1130939,33.3,1,0.162837386,80
730,700,710,32,15,12800,9699,11392,0.76,-0.725,0.916,0.845,-0.561,0.989,0.356196754,13,6423,1917,28205,1917,NA,0.120128764,1.841059603,0.461151079,17924.37106,NA,1,0.244916361,96
6339,560,600,25,17,9302,7183,8337,0.76,-0.725,0.916,0.845,-0.561,0.989,0.399196052,19,3522,2585,16051,2585,NA,0.294206396,6.837104072,0.386499007,867.6581914,34.7,1,0.190986634,80
6196,560,560,25,16,8734,7240,7926,0.76,-0.725,0.916,0.845,-0.561,0.989,0.397865498,17,3932,2450,17730,2450,NA,0.216952845,103.9166667,0.338412189,845.3315002,35.7,1,0.193503286,74
2722,460,470,19,18,8027,7276,7653,0.76,-0.725,0.916,0.845,-0.561,0.989,0.878713126,15,3455,2071,14028,2071,NA,0.203709521,0.659787367,0.158293839,810.8906362,35,1,0.167129201,73
6141,630,610,26,30,7150,6604,6953,0.76,-0.725,0.916,0.845,-0.561,0.989,0.259668508,6,5870,2401,19015,2401,NA,0.190686021,0.57538036,0.314903846,14.86740331,34.1,1,0.230939227,85
4068,620,630,26,18,8595,7098,7872,0.76,-0.725,0.916,0.845,-0.561,0.989,0.185373058,17,4026,2317,16163,2317,NA,0.30320371,15.01204819,0.269662921,974.4628869,34.7,1,0.206048542,86
7927,520,510,21,21,4017,4360,4217,0.76,-0.725,0.916,0.845,-0.561,0.989,0.571719227,17,23700,200,23700,200,NA,0.513179194,24.85483871,0.351719663,0,30.4,1,0.120040692,67
165,500,510,21,19,6825,6173,6516,0.76,-0.725,0.916,0.845,-0.561,0.989,0.587543907,15,3211,1933,12418,1933,NA,0.171781464,0.703389831,0.024096386,68.39624426,NA,1,0.170764658,68
4001,530,500,20,22,5328,4331,5186,0.76,-0.725,0.916,0.845,-0.561,0.989,0.324175824,12,12160,0,12160,0,NA,0.250726087,3.598360656,0.459377373,0,NA,1,0.175824176,54
2230,423,435,17,22,5118,5086,5105,0.76,-0.725,0.916,0.845,-0.561,0.989,0.99144777,12,12890,5000,12890,5000,NA,0.282847352,0.589020772,1.360201511,0,30.4,1,0.139279169,61
7827,620,580,27,21,5998,5957,5969,0.76,-0.725,0.916,0.845,-0.561,0.989,0.413685848,11,24200,366,24200,366,NA,0.304950674,0.717736809,0.237378211,0,NA,1,0.16562986,80
5207,.,.,.,22,4971,4881,4929,0.76,-0.725,0.916,0.845,-0.561,0.989,0.988390713,15,11808,4672,11808,4672,NA,0.540661521,0.633212996,0.887115165,1063.106485,30.4,1,0.126901521,43
2659,580,580,26,-3,6414,4086,6374,0.76,-0.725,0.916,0.845,-0.561,0.989,0.145199063,23,6816,200,6816,200,NA,0.354429876,10.32608696,0.68,0,NA,1,0.111241218,81
6174,.,.,.,16,11890,9575,10928,0.76,-0.725,0.916,0.845,-0.561,0.989,0.28,11,44200,542,44200,542,NA,0.175318661,12.1875,0.099487179,21305.23659,NA,1,0.268391167,93
7912,660,590,27,21,5375,4740,5066,0.76,-0.725,0.916,0.845,-0.561,0.989,0.152152152,10,29150,390,29150,390,NA,0.38449549,10.58823529,0.254166667,0,NA,1,0.218218218,69
6460,550,570,24,20,7330,7149,7232,0.76,-0.725,0.916,0.845,-0.561,0.989,0.406465674,16,23620,1420,23620,1420,NA,0.523878349,0.809674861,0.878550441,0,NA,1,0.160552125,75
3136,470,490,19,19,7740,7568,7643,0.76,-0.725,0.916,0.845,-0.561,0.989,0.771677125,16,3144,2324,11957,2324,NA,0.147400272,0.621970921,1.206493506,166.7381631,34.1,1,0.221905305,75
629,560,570,24,18,8036,6872,7493,0.76,-0.725,0.916,0.845,-0.561,0.989,0.193585237,16,3669,2596,13266,2596,NA,0.222751719,4.172413793,0.176033058,163.7688928,NA,1,0.207996485,79
753,533,505,23,22,6816,5728,6315,0.63,-0.41,0.75,0.727,-0.307,0.778,0.228519196,11,4704,1142,7056,1142,0.3,0.264526794,0.484962406,0.472868217,41.77925046,NA,1,0.188756856,55
1241,570,530,24,22,6324,6144,6234,0.63,-0.41,0.75,0.727,-0.307,0.778,0.181909548,13,17974,520,17974,520,NA,0.372818923,20,0.345238095,0,NA,1,0.146733668,61
3434,570,560,25,18,6199,6132,6158,0.63,-0.41,0.75,0.727,-0.307,0.778,0.249751984,17,14280,450,14280,450,NA,0.749279484,0.84765387,0.506110712,0,NA,1,0.214037698,71
368,500,543,24,19,6587,6098,6338,0.63,-0.41,0.75,0.727,-0.307,0.778,0.275839223,13,4820,1226,4820,1226,NA,0.238619335,0.713939394,0.549235993,73.09032686,NA,1,0.169611307,68
1939,590,610,26,16,8748,7725,8361,0.63,-0.41,0.75,0.727,-0.307,0.778,0.22647493,19,6159,1349,16444,1349,NA,0.282266126,0.774901961,0.400809717,2928.668216,NA,1,0.152769424,75
133,625,650,26,15,8879,7155,8163,0.63,-0.41,0.75,0.727,-0.307,0.778,0.240527959,19,6336,1204,16918,1204,NA,0.246659656,0.835462059,0.382194245,6060.568676,30.4,1,0.164280243,78
5674,.,.,.,24,3992,3303,3762,0.63,-0.41,0.75,0.727,-0.307,0.778,0.264957265,14,12300,1600,12300,1600,NA,0.418346659,1,1,0,NA,1,0.175213675,65
1275,460,510,23,22,5910,5685,5793,0.63,-0.41,0.75,0.727,-0.307,0.778,0.155799192,11,4839,1677,12919,1677,NA,0.20219281,0.835690968,0.385416667,73.95960762,NA,1,0.160992499,64
6810,.,.,.,10,2586,3731,2968,0.808,-0.736,0.976,0.82,-0.915,0.95,0.212765957,6,23001,340,23001,340,NA,0.741798021,0.668478261,0.152148664,NA,36.9,1,0.212765957,85
6636,.,.,.,10,3691,3894,3869,0.808,-0.736,0.976,0.82,-0.915,0.95,0.467171717,12,10800,0,10800,0,NA,0.525874371,0.096774194,40.71428571,NA,36.2,1,0.188131313,100
975,590,610,25,16,10201,7893,9209,0.808,-0.736,0.976,0.82,-0.915,0.95,0.281646688,20,8449,1605,16813,1605,NA,0.452335891,0.523809524,28.31818182,1432.672976,36.2,1,0.169874988,66
3051,540,570,24,30,4466,5000,4533,0.808,-0.736,0.976,0.82,-0.915,0.95,0.09569378,8,23950,380,23950,380,NA,0.824638325,0.161030596,4.16,0,36.9,1,0.177033493,71
7506,550,550,25,17,7264,6538,6922,0.808,-0.736,0.976,0.82,-0.915,0.95,0.229291858,9,28908,928,28908,928,NA,0.598748356,0.726923077,1.552028219,0,NA,1,0.179568752,74
4294,.,.,24,9,5722,6001,5982,0.808,-0.736,0.976,0.82,-0.915,0.95,0.12,9,16456,880,16456,880,NA,NA,0.933938893,0.680813439,570.8866667,36.5,1,0.184444444,NA
472,610,590,27,18,7653,7111,7418,0.808,-0.736,0.976,0.82,-0.915,0.95,0.211071286,13,27840,0,27840,0,0.6,0.531377752,0.676937442,1.340689655,128.1063321,NA,1,0.200318598,79
3936,560,570,24,16,8157,7122,7669,0.808,-0.736,0.976,0.82,-0.915,0.95,0.237630308,18,9096,1630,16404,1630,0.714,0.402398026,0.300632911,5.768421053,461.1201119,NA,1,0.189016018,70
6062,600,610,27,19,9726,7655,8743,0.808,-0.736,0.976,0.82,-0.915,0.95,0.21431903,12,31990,0,31990,0,0.3,0.671550458,0.772204807,1.261163735,0,34.4,1,0.197527985,74
6601,720,760,33,15,11482,8629,10272,0.808,-0.736,0.976,0.82,-0.915,0.95,0.497758685,10,41420,380,41420,380,0.556,0.218685075,3.196759259,0.0782042,34966.5495,38.7,1,0.254295854,94
1837,640,640,29,22,7168,6238,6831,0.808,-0.736,0.976,0.82,-0.915,0.95,0.15071116,13,26220,200,26220,200,NA,0.589660378,0.742268041,1.513888889,0,NA,1,0.166301969,85
7063,470,450,19,22,6630,6102,6423,0.808,-0.736,0.976,0.82,-0.915,0.95,0.977705715,13,3738,2320,11190,2320,NA,0.16049262,0.434515689,1.064364207,955.2829347,NA,1,0.104985813,53
3823,590,580,25,9,6387,6528,6507,0.808,-0.736,0.976,0.82,-0.915,0.95,0.16890595,10,17100,1783,17100,1783,NA,NA,0.664271718,0.493608653,0,36.9,1,0.182341651,NA
3422,620,610,26,30,5556,5292,5439,0.808,-0.736,0.976,0.82,-0.915,0.95,0.249116608,9,34270,2239,34270,2239,NA,0.384746413,0.739255014,0.150193798,0,38.7,1,0.189045936,78
383,.,.,.,30,8838,7355,8192,0.808,-0.736,0.976,0.82,-0.915,0.95,0.733041575,7,42250,1789,42250,1789,NA,0.535294191,0.511652542,1.734989648,0,38.7,1,0.33916849,85
568,610,570,25,30,6538,6349,6470,0.808,-0.736,0.976,0.82,-0.915,0.95,0.281830239,11,28872,1518,28872,1518,NA,0.842257472,0.852161785,0.323240589,0,34.4,1,0.179708223,79
5868,600,630,29,16,9261,7318,8494,0.808,-0.736,0.976,0.82,-0.915,0.95,0.261062268,14,35800,0,35800,0,NA,0.411770047,4.482758621,0.192307692,6092.494369,38.8,1,0.19356245,89
994,530,550,23,22,5942,5600,5811,0.808,-0.736,0.976,0.82,-0.915,0.95,0.20971867,11,28050,640,28050,640,0.3,0.603459474,0.381333333,2.818181818,0,NA,1,0.165387894,58
7962,570,580,26,18,7232,6835,7043,0.808,-0.736,0.976,0.82,-0.915,0.95,0.190213646,14,28894,904,28894,904,NA,0.618077597,0.539629005,2.65,0,NA,1,0.147829083,76
4115,.,.,.,20,6596,6253,6428,0.808,-0.736,0.976,0.82,-0.915,0.95,0.234760052,16,25600,580,25600,580,0.8,0.355583743,1,1,672.3631647,NA,1,0.175745785,65
395,600,580,25,21,5599,5288,5420,0.808,-0.736,0.976,0.82,-0.915,0.95,0.249826026,11,28252,1225,28252,1225,0.2,0.509887146,0.420029895,1.71886121,0,NA,1,0.183716075,76
586,590,600,27,18,8362,7754,8098,0.808,-0.736,0.976,0.82,-0.915,0.95,0.194256757,13,33330,1150,33330,1150,0.818,0.407706736,0.839139344,1.207570208,1569.677365,NA,1,0.209459459,88
5592,720,690,32,21,9373,8379,8924,0.808,-0.736,0.976,0.82,-0.915,0.95,0.227883539,9,43900,1740,43900,1740,0.4,0.398863959,0.312199808,2.323076923,349.5016797,NA,1,0.231802912,96
6834,640,570,22,26,7235,6611,6776,0.808,-0.736,0.976,0.82,-0.915,0.95,0.188481675,10,10032,0,10032,0,NA,NA,0.856469003,0.672698662,0,NA,1,0.221640489,52
3405,520,540,23,20,6801,5957,6327,0.808,-0.736,0.976,0.82,-0.915,0.95,0.174148607,14,25976,1392,25976,1392,NA,0.526281435,11.55855856,0.260327358,0,NA,1,0.215944272,71
5270,.,.,.,20,5891,5924,5914,0.808,-0.736,0.976,0.82,-0.915,0.95,0.318046849,12,17455,150,17455,150,NA,0.687957279,7.785340314,0.257565568,0,NA,1,0.148795777,62
1856,558,578,26,19,6547,6018,6277,0.808,-0.736,0.976,0.82,-0.915,0.95,0.139130435,11,24934,744,24934,744,NA,0.65608673,7.424390244,0.346911958,6.219254658,36.5,1,0.206832298,71
7130,.,630,27,22,6843,6248,6565,0.808,-0.736,0.976,0.82,-0.915,0.95,0.287362954,11,31050,890,31050,890,0.1,0.495018089,0.673565381,0.87849162,0,NA,1,0.212348529,72
8114,.,.,.,26,6138,5949,5979,0.808,-0.736,0.976,0.82,-0.915,0.95,0.165803109,7,10770,660,10770,660,NA,0.534918156,0.162393162,15.15789474,0,36.2,1,0.284974093,86
5807,650,680,30,16,9257,7457,8478,0.808,-0.736,0.976,0.82,-0.915,0.95,0.197588681,16,11443,2357,27233,2357,NA,0.443075385,0.510169492,1.983388704,863.2623555,NA,1,0.234804703,90
7087,.,.,24,26,6981,6625,6657,0.808,-0.736,0.976,0.82,-0.915,0.95,0.142857143,12,16897,851,16897,851,NA,0.8404621,0.063596491,37.10344828,0,34.4,1,0.244565217,77
4441,540,580,25,22,6968,6647,6839,0.808,-0.736,0.976,0.82,-0.915,0.95,0.170877944,13,27060,320,27060,320,0.933,0.451904913,0.653846154,1.79956427,0,NA,1,0.20385439,74
4783,520,550,24,19,6782,6158,6401,0.808,-0.736,0.976,0.82,-0.915,0.95,0.232381641,11,24900,900,24900,900,0.6,0.720742528,0.34375,12.20454545,0,36.9,1,0.215395735,69
2591,520,540,24,19,7692,6753,7269,0.808,-0.736,0.976,0.82,-0.915,0.95,0.47716964,14,23000,662,23000,662,0.2,0.509247756,0.626506024,2.112179487,0,NA,1,0.149682492,68
1392,500,520,22,22,4870,4887,4881,0.808,-0.736,0.976,0.82,-0.915,0.95,0.340570456,15,25694,650,25694,650,NA,0.646755596,0.902325581,0.950171821,0,38.7,1,0.101745424,60
6372,740,715,32,21,10503,9001,9872,0.808,-0.736,0.976,0.82,-0.915,0.95,0.285481771,9,46250,620,46250,620,0.3,0.33279139,0.402553763,1.637729549,328.8440755,NA,1,0.237955729,93
7968,620,650,29,22,8905,8026,8551,0.808,-0.736,0.976,0.82,-0.915,0.95,0.162066138,12,36470,250,36470,250,0.6,0.515678694,0.671927847,1.464765101,401.8147035,NA,1,0.193222192,84
7529,660,720,31,15,12081,9949,11284,0.808,-0.736,0.976,0.82,-0.915,0.95,0.292863866,19,9168,869,24888,869,0.857,0.145140876,0.483947681,2.319410319,7611.049888,34.4,1,0.218981829,92
46,600,600,26,16,8838,7436,8294,0.808,-0.736,0.976,0.82,-0.915,0.95,0.185976555,18,10446,0,19410,0,NA,0.404509557,0.58925144,2.228013029,1685.737301,NA,1,0.247689636,79
606,620,630,27,21,8375,7566,8057,0.808,-0.736,0.976,0.82,-0.915,0.95,0.248793566,11,40250,260,40250,260,0.5,0.308924658,0.775096525,1.01494396,142.0300268,NA,1,0.209115282,80
