"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","BINGEDRK","HEALTHINS","MENTALHLTH","PHYSHLTH","RETPCNT"
"750",4620,560,580,26,18,9177,8971,9026,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.348757723,10,25800,1050,25800,1050,0,0.866062015,0.754043332,0.199109672,0,0,0,0,0,90
"751",7029,540,560,24,18,8850,8144,8442,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.369188064,14,26312,1000,26312,1000,0,0.562682303,0.886157135,0.124547648,0,0,0,0,0,74
"752",558,510,500,22,20,7469,7129,7255,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.740641711,13,29980,1310,29980,1310,0,0.604896276,0.952080706,0.228697572,0,0,0,0,0,69
"753",1779,0,0,0,18,8177,7835,7965,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.277356775,9,29244,1318,29244,1318,0,0.577369837,0.704898447,0.161355932,0,14.3,20.3,15.6,16,83
"754",2974,520,510,24,18,7653,8593,8213,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.916342014,15,31200,1100,31200,1100,0,0.760814135,0.385346953,0.393967093,0,16.8,14.9,11.1,10.9,53
"755",8015,620,620,27,17,10533,9697,10134,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.668772146,10,40309,910,40309,910,0,0.618899067,0.659018143,0.340080972,764.9052534,15.5,18.3,12.6,13.1,83
"756",8079,710,740,32,15,14634,11493,13314,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.636516706,10,43746,2424,43746,2424,0,0.293902162,0.354499646,0.328317601,14222.29238,15.5,18.3,12.6,13.1,92
"757",7643,560,570,25,18,8111,7582,7899,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.4058788,13,27700,1360,27700,1360,0,0.547685911,0.658625526,0.263202726,0,0,0,0,0,84
"758",3563,570,610,26,18,12457,10067,11534,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.757305195,14,31050,1130,31050,1130,0,0.846723329,0.640338337,0.134325581,1335.225649,0,0,0,0,75
"759",7627,0,0,0,24,3876,0,3876,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.04964539,7,9400,100,9400,100,0,0.509304778,1,1,0,0,0,0,0,100
"760",2738,570,580,26,17,12394,11074,11763,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.54581214,14,38200,1497,38200,1497,0.091,0.706070492,0.849891871,0.152147882,314.9963377,15.5,18.3,12.6,13.1,76
"761",330,0,0,0,23,6092,6655,6604,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.900681597,28,9900,1450,9900,1450,0,0.051040776,0.30191458,0.548780488,0,0,0,0,0,0
"762",7438,620,640,28,30,9943,9479,9737,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.575746269,8,42866,1938,42866,1938,0,0.704692147,0.529894276,0.224630203,0,0,0,0,0,85
"763",5774,0,0,0,24,2926,0,2926,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.02238806,17,12250,0,12250,0,0,0.337313227,1,1,0,0,0,0,0,80
"764",6667,0,0,0,24,4664,0,4664,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0,9,11200,350,11200,350,0,0.504174048,1,1,0,0,0,0,0,50
"765",1107,0,0,0,24,3458,0,3458,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0,14,8450,350,8450,350,0,0.477608525,0,0,0,0,0,0,0,0
"766",6576,0,0,0,24,2152,0,2152,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0,42,8800,0,8800,0,0,0.419915321,0.95,0.964912281,0,0,0,0,0,17
"767",1490,640,680,31,18,10200,8770,9711,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.451562246,13,35256,512,35256,512,0,0.448781502,0.574654326,0.258756185,1668.65219,14.3,20.3,15.6,16,86
"768",3589,0,0,0,15,14257,10485,13149,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.505297334,10,46150,810,46150,810,0,0.0699341,0.364069314,0.226319937,24313.05537,14.3,20.3,15.6,16,96
"769",7117,0,0,0,18,6141,6030,6057,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.346393589,12,27000,1200,27000,1200,0,0.647122867,0.548093588,0.223715415,14.91184328,0,0,0,0,81
"770",3528,580,580,27,18,6797,6028,6500,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.312267658,11,29510,965,29510,965,0,0.550812817,0.70432513,0.230280572,359.4845105,0,0,0,0,84
"771",522,510,530,0,22,8955,8904,8931,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.641329385,17,21400,900,21400,900,0,0.689061304,0.770393951,0.266528926,0,0,0,0,0,81
"772",4842,0,0,0,9,6786,6342,6363,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.073099415,8,12240,660,12240,660,0,0.707730773,0.7,0.571428571,0,14.8,19.1,15.8,16,100
"773",2419,0,0,0,21,9207,8351,8788,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.21268515,11,47350,346,47350,346,0.8,0.378270043,0.476432532,0.291949564,42.8355488,0,0,0,0,90
"774",7194,0,0,0,18,8182,7781,7963,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.337927019,14,28036,980,28036,980,0,0.656691373,0.762895928,0.126690391,0,15.5,14.8,13.2,13.1,78
"775",2479,0,0,0,9,0,4574,4574,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.120481928,5,8670,2541,8670,2541,0,0.420926445,1,1,0,0,0,0,0,0
"776",7519,0,0,0,21,9793,9600,9701,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.442237324,10,49680,1100,49680,1100,0,0.538966702,0.531354515,0.280094414,0,0,0,0,0,85
"777",1498,0,0,0,24,8041,0,8041,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0,12,9000,0,9000,0,0,0.151448666,0.866666667,0.730769231,0,0,0,0,0,40
"778",7879,600,620,27,21,8427,7857,8171,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.209956076,11,32043,250,32043,250,0,0.438368549,0.658565423,0.141432276,0,0,0,0,0,89
"779",5254,670,680,30,21,9667,8863,9232,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.381067961,8,46390,924,46390,924,0,0.439729108,0.373399469,0.223663886,695.2149792,0,0,0,0,95
"780",1839,560,570,25,19,8848,8621,8718,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.437621517,11,22200,630,22200,630,0,0.856867388,0.70734127,0.238896681,0,0,0,0,0,83
"781",8071,560,600,27,17,8834,8360,8579,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.18647541,12,28970,580,28970,580,0.818,0.702109103,0.679092805,0.229174664,0,14.3,20.3,15.6,16,88
"782",332,0,0,0,23,5872,5620,5752,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.353558628,17,6170,1360,10340,1360,0,0.192404189,0.681924425,0.275635533,27.66461854,0,0,0,0,69
"783",4642,520,540,23,22,8338,7867,8123,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.36428128,19,6170,1313,15820,1313,0,0.30009521,0.466525178,0.441687345,113.7735213,0,0,0,0,80
"784",435,480,490,23,23,5921,5806,5872,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.297843666,11,6170,1519,15820,1519,0.818,0.147093773,0.561888454,0.339138006,9.520485175,0,0,0,0,77
"785",2733,580,600,26,15,9930,8093,9208,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.456251598,18,6170,2132,17810,2132,0.583,0.122129835,0.558400368,0.20933487,15633.49655,15.5,14.8,13.2,13.1,81
"786",7248,640,710,30,15,11481,9401,10681,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.613194249,16,6170,2260,19590,2260,0.417,0.088070637,0.413418758,0.204835701,4138.789928,0,0,0,0,89
"787",3981,610,650,28,19,10415,7997,9653,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.230383973,18,6170,1270,15820,1270,0,0.235436766,0.561029738,0.274525316,410.1936561,0,0,0,0,75
"788",4393,570,580,25,18,7792,6840,7291,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.256018917,17,6170,1392,15820,1392,0.5,0.227280303,0.489507626,0.227938101,102.2650473,0,0,0,0,82
"789",7878,510,500,23,18,7937,7062,7526,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.427907632,16,6170,1177,15820,1177,0.727,0.177867388,0.61547014,0.24116129,242.9436074,15.6,18.3,15.2,15.6,73
"790",3495,570,570,26,19,7156,6622,6906,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.207197943,15,6170,1571,15820,1571,0,0.227530324,0.532239541,0.330456227,27.72030848,0,0,0,0,79
"791",419,580,590,25,20,6845,6302,6595,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.215471208,19,6170,1378,15820,1378,0,0.22676174,0.498791645,0.191555632,33.87371915,0,0,0,0,87
"792",384,590,600,26,18,7253,6430,6865,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.216150082,18,6170,1411,15820,1411,0,0.224139945,0.483669026,0.265803789,167.5020392,0,0,0,0,80
"793",2386,0,0,0,18,6796,6111,6481,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.272648084,13,6170,1383,15820,1383,0,0.184904789,0.675848691,0.238231917,44.29986934,0,0,0,0,80
"794",3590,620,590,25,21,7307,7158,7230,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.457309942,15,6170,1763,15820,1763,0,0.232094276,0.408195543,0.266995421,23.88265107,0,0,0,0,79
"795",6869,530,550,23,21,8707,7744,8171,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.642346471,19,6190,1133,15820,1133,0,0.199060269,0.623495702,0.2109375,256.1028414,0,0,0,0,84
"796",7316,560,560,25,18,7436,6347,6936,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.27712247,16,6170,1327,15820,1327,0,0.236239307,0.47858495,0.256118665,62.18363186,0,0,0,0,81
"797",4671,580,610,26,22,6977,6833,6944,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.351229303,15,6170,1276,15820,1276,0.4,0.226099885,0.526462396,0.372486772,245.1996989,0,0,0,0,85
"798",5537,620,660,29,16,11804,10036,11147,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.572459761,16,40380,1506,40380,1506,0.25,0.476560389,0.532288167,0.243338008,1823.715546,14.8,19.1,15.8,16,92
"799",4868,0,0,0,24,2500,0,2500,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.181818182,8,5000,0,5000,0,0,0.442943677,1,1,0,14.3,20.3,15.6,16,57
"800",6154,0,0,0,24,5984,0,5984,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.022222222,10,10450,0,10450,0,0,0.64823764,1,1,0,0,0,0,0,38
"801",849,0,0,0,18,7286,6713,7002,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.447295806,16,15200,450,15200,450,0,0.919594513,0.297804645,0.762820513,0,15.5,18.3,12.6,13.1,64
"802",1119,0,0,0,21,11313,10086,10810,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.25413403,10,47913,471,47913,471,0,0.350952219,0.411209767,0.256410256,542.2049608,16,17.4,15,14.8,90
"803",4483,690,700,31,21,9641,8398,9261,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.308743762,7,0,0,0,0,0.333,0,0.094678507,0.846262341,6251.159905,0,0,0,0,94
"804",6124,0,0,0,19,8619,7796,8195,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.343370974,11,33216,520,33216,520,0.636,0.728172812,0.815338591,0.157438292,16.37222919,0,0,0,0,72
"805",5993,750,740,33,21,11357,10802,11101,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.390795926,8,48840,730,48840,730,0,0.241114674,0.235354573,0.362991266,1188.842701,0,0,0,0,95
"806",2677,0,0,0,13,3893,3524,3682,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.372400756,8,18520,650,18520,650,0,0.827618828,0.798387097,0.550505051,0,15.6,18.3,15.2,15.6,60
"807",2291,580,580,24,30,4500,3836,4285,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.657492969,9,33560,0,33560,0,0,0.98020954,0.767706208,0.236522399,0,15.5,18.3,12.6,13.1,82
"808",1337,0,0,0,19,8264,7914,8091,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.322801025,15,40450,300,40450,300,0.636,0.571082688,0.721780029,0.221553885,0,0,0,0,0,82
"809",8167,730,790,33,27,9586,8000,9427,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.193181818,8,44000,0,44000,0,0,0.003032525,0.329896907,0.75,0,0,0,0,0,85
"810",3491,590,560,26,21,7412,6672,6980,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.346863469,10,35200,1500,35200,1500,0,0.258760012,0.565938865,0.125771605,0,0,0,0,0,69
"811",2030,0,0,0,10,0,5552,5552,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.947858473,39,16820,0,16820,0,0,0.906480586,0.917647059,0.361538462,0,0,0,0,0,85
"812",3740,0,0,0,24,1948,0,1948,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0,19,8100,0,8100,0,0,0.448507886,1,1,0,0,0,0,0,64
"813",230,0,0,0,24,6270,0,6270,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0,11,14750,110,14750,110,0,0.671109547,0.833333333,0.866666667,4044.061224,0,0,0,0,92
"814",660,680,680,29,15,8682,7471,8233,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.380254154,7,37730,1000,37730,1000,0,0.197293729,0.817968291,0.580760948,41276.21841,15.5,18.3,12.6,13.1,95
"815",2486,0,0,0,24,2465,0,2465,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.016853933,15,8100,0,8100,0,0,0.66370694,1,1,0,0,0,0,0,98
"816",1273,0,0,0,24,2932,0,2932,-1.077,-1.387,-0.023,-0.754,-1.599,0.046,0.033962264,23,11500,100,11500,100,0,0.229489629,1,1,0,0,0,0,0,92
"817",8016,620,620,27,18,8140,7155,7670,0.762,-0.723,0.918,0.864,-0.626,0.99,0.143554939,16,3772,2781,16939,2781,0.583,0.285657509,0.626610395,0.358383552,147.3176513,0,0,0,0,88
"818",4168,520,530,24,22,5901,5743,5817,0.762,-0.723,0.918,0.864,-0.626,0.99,0.424847958,11,24468,2196,24468,2196,0,0.601044114,0.384565709,0.160369437,0,0,0,0,0,74
"819",4341,550,570,24,22,4784,4288,4534,0.762,-0.723,0.918,0.864,-0.626,0.99,0.622933333,16,18500,0,18500,0,0,0.533426842,0.692307692,0.217037037,0,0,0,0,0,63
"820",534,0,0,0,21,5227,4828,4971,0.762,-0.723,0.918,0.864,-0.626,0.99,0.997297297,9,14906,2224,14906,2224,0,0.270207031,0.917948718,0.115921788,0,13.6,20.6,12.2,12.1,52
"821",4264,0,0,0,21,5071,5025,5049,0.762,-0.723,0.918,0.864,-0.626,0.99,0.25,11,25950,220,25950,220,0.091,0.455943718,0.432120364,0.176518219,0,0,0,0,0,59
"822",2388,490,530,22,26,7712,6071,6173,0.762,-0.723,0.918,0.864,-0.626,0.99,0.149171271,6,11316,320,11316,320,0,0,0.891304348,0.756097561,0,14,19.5,12.1,12.3,0
"823",4693,628,620,27,18,8500,8117,8359,0.762,-0.723,0.918,0.864,-0.626,0.99,0.299374822,16,26550,980,26550,980,0.417,0.57289841,0.680649926,0.191189236,0,0,0,0,0,72
"824",7012,0,0,0,22,5987,5125,5568,0.762,-0.723,0.918,0.864,-0.626,0.99,0.310699588,13,27360,0,27360,0,0.545,0.420709854,0.358960476,0.260180995,12.17009602,0,0,0,0,73
"825",5273,430,440,16,22,6318,6358,6335,0.762,-0.723,0.918,0.864,-0.626,0.99,0.790123457,16,22900,0,22900,0,0.2,0.53728024,0.598106509,0.21013059,0,0,0,0,0,52
"826",2839,720,720,32,21,12531,10876,11828,0.762,-0.723,0.918,0.864,-0.626,0.99,0.307172557,10,44928,449,44928,449,0.083,0.17950088,0.216726619,0.41659751,776.2448025,0,0,0,0,95
"827",3825,760,790,34,15,16661,11724,14904,0.762,-0.723,0.918,0.864,-0.626,0.99,0.497297297,7,45800,1443,45800,1443,0.692,0.062931572,0.114075437,0.478587319,50168.36415,13.2,20.4,11.6,11.8,97
"828",4395,460,470,20,22,7948,7037,7590,0.762,-0.723,0.918,0.864,-0.626,0.99,0.828550405,14,2776,1722,14451,1722,0.4,0.095632344,0.490026596,0.28358209,589.0103017,0,0,0,0,68
"829",403,660,660,29,20,9275,8556,8936,0.762,-0.723,0.918,0.864,-0.626,0.99,0.195107309,12,30848,399,30848,399,0.083,0.660010328,0.539308628,0.265980114,0,0,0,0,0,91
"830",7583,470,490,21,19,8199,8141,8173,0.762,-0.723,0.918,0.864,-0.626,0.99,0.800078658,18,2743,1912,14351,1912,0.5,0.154792686,0.503163017,0.230174081,110.2730729,13.3,19.2,12.4,12.5,74
"831",3087,560,570,25,18,6749,6222,6481,0.762,-0.723,0.918,0.864,-0.626,0.99,0.330472103,13,26690,390,26690,390,0.333,0.573827819,0.67123696,0.219360568,0,0,0,0,0,74
"832",400,480,500,20,22,5877,5888,5881,0.762,-0.723,0.918,0.864,-0.626,0.99,0.487740806,12,26300,550,26300,550,0.3,0.579660391,0.731127198,0.25884017,0,13.6,20.6,12.2,12.1,52
"833",4962,0,0,0,21,6663,5836,6261,0.762,-0.723,0.918,0.864,-0.626,0.99,0.397752809,14,33050,380,33050,380,0.8,0.460877103,0.621792736,0.188102894,91.56104869,13.6,20.6,12.2,12.1,74
"834",1019,591,601,26,22,7718,6640,7203,0.762,-0.723,0.918,0.864,-0.626,0.99,0.181285178,15,27775,3705,27775,3705,0,0.588405299,0.801889339,0.233254796,0,13.6,22.7,13.1,13.3,77
"835",2197,450,450,18,21,6184,6083,6127,0.762,-0.723,0.918,0.864,-0.626,0.99,0.991384615,11,15466,2770,15466,2770,0.3,0.314616087,0.422520389,0.166874222,422.4929231,14.7,19.8,11.4,11.4,66
"836",1798,0,0,0,22,4914,4407,4656,0.762,-0.723,0.918,0.864,-0.626,0.99,0.605809129,15,23450,700,23450,700,0,0.44912669,0.619550859,0.230277186,0,0,0,0,0,66
"837",2292,0,0,0,22,6847,6475,6654,0.762,-0.723,0.918,0.864,-0.626,0.99,0.259120674,12,30922,0,30922,0,0.917,0.436477657,0.657976827,0.117507619,0,0,0,0,0,76
"838",3518,400,400,16,22,5177,5027,5108,0.762,-0.723,0.918,0.864,-0.626,0.99,0.994704992,17,14637,2188,14637,2188,0.5,0.545691241,0.642533937,0.159507042,0,0,0,0,0,55
"839",8115,420,440,0,9,4195,4484,4316,0.762,-0.723,0.918,0.864,-0.626,0.99,0.812189055,15,14256,2422,14256,2422,0,0.391419853,0.421017403,0.581875994,33.17039801,0,0,0,0,64
"840",3466,510,520,22,22,5247,4938,5079,0.762,-0.723,0.918,0.864,-0.626,0.99,0.291194969,11,25006,2584,25006,2584,0.4,0.300824196,0.620942075,0.207585853,0,0,0,0,0,56
"841",4492,0,0,0,22,6948,6837,6870,0.762,-0.723,0.918,0.864,-0.626,0.99,0.296792724,12,32100,40,32100,40,0,0.513125351,0.612687813,0.427792916,0,14.5,17.8,10.8,10.6,79
"842",56,520,530,24,22,7222,6695,6986,0.762,-0.723,0.918,0.864,-0.626,0.99,0.505494505,12,28766,314,28766,314,0.6,0.539835267,0.559375,0.212290503,0,13.3,19.2,12.4,12.5,63
"843",7725,690,530,24,20,5003,4505,4890,0.762,-0.723,0.918,0.864,-0.626,0.99,0.428323197,12,23320,200,23320,200,0,0.528798757,0.46057572,0.296195652,0,0,0,0,0,58
"844",1653,500,520,21,22,6384,6467,6416,0.762,-0.723,0.918,0.864,-0.626,0.99,0.51667398,13,17800,0,17800,0,0,0.715244438,0.4685021,0.284860558,0,0,0,0,0,70
"845",345,660,630,28,21,7878,7280,7611,0.762,-0.723,0.918,0.864,-0.626,0.99,0.172178131,14,3666,2726,18537,2726,0,0.240474227,0.731391586,0.280088496,351.9503968,14.9,16.7,11.4,11.2,77
"846",730,700,720,32,15,12221,9292,10898,0.762,-0.723,0.918,0.864,-0.626,0.99,0.360757892,13,6423,1913,31505,1913,0.462,0.119783152,0.284980212,0.445290626,18950.01816,0,0,0,0,97
"847",6339,570,600,25,17,9445,7363,8490,0.762,-0.723,0.918,0.864,-0.626,0.99,0.403048484,19,3522,2755,16693,2755,0.455,0.302240719,0.640871236,0.331767293,896.0286039,14.7,19.8,11.4,11.4,82
"848",6196,560,560,25,16,9041,7263,8058,0.762,-0.723,0.918,0.864,-0.626,0.99,0.41369863,17,3932,2522,18794,2522,0,0.216065626,0.607270916,0.425291127,759.051488,13.6,20.6,12.2,12.1,78
"849",2722,480,480,20,18,8109,7339,7715,0.762,-0.723,0.918,0.864,-0.626,0.99,0.875914002,15,3455,2071,14870,2071,0.583,0.211349559,0.432153655,0.190329218,838.0966932,13.2,20.4,11.6,11.8,77
"850",6141,620,610,26,30,7151,6169,6796,0.762,-0.723,0.918,0.864,-0.626,0.99,0.255387931,6,5870,2493,21240,2493,0,0.151271361,0.43202765,0.584,6.733836207,12.7,23.8,13,13.3,89
"851",4068,630,640,26,18,8467,7164,7830,0.762,-0.723,0.918,0.864,-0.626,0.99,0.198580224,17,4026,2366,18054,2366,0,0.317680161,0.585524603,0.319994071,796.8485991,15.1,19.5,12.4,12.2,84
"852",7927,500,490,21,21,5691,5956,5840,0.762,-0.723,0.918,0.864,-0.626,0.99,0.548780488,13,24450,200,24450,200,0,0.525223845,0.629053178,0.22371134,0,14.5,17.8,10.8,10.6,60
"853",165,500,510,21,19,6714,5988,6359,0.762,-0.723,0.918,0.864,-0.626,0.99,0.594805544,15,3211,2076,13163,2076,0.2,0.185183224,0.732589839,0.363328823,58.15892881,0,0,0,0,68
"854",4001,510,510,27,22,5318,4331,5195,0.762,-0.723,0.918,0.864,-0.626,0.99,0.359605911,12,12800,0,12800,0,0,0.27297674,0.378854626,0.558139535,0,0,0,0,0,58
"855",2230,390,400,18,22,6376,3581,5253,0.762,-0.723,0.918,0.864,-0.626,0.99,0.993161094,12,12890,5000,12890,5000,0.3,0.26475404,0.74025974,0.162129462,0,14.5,17.8,10.8,10.6,42
"856",7827,630,620,27,21,6163,6020,6055,0.762,-0.723,0.918,0.864,-0.626,0.99,0.42812983,11,24990,366,24990,366,0,0.273193556,0.598493003,0.365107914,0,0,0,0,0,75
"857",5207,0,0,0,22,4958,4912,4936,0.762,-0.723,0.918,0.864,-0.626,0.99,0.990789474,15,11808,4672,11808,4672,0.3,0.508602118,0.593479015,0.137054354,1009.240789,14.5,17.8,10.8,10.6,42
"858",2659,0,0,0,-3,6578,5444,6558,0.762,-0.723,0.918,0.864,-0.626,0.99,0.144317126,20,7152,530,7152,530,0,0.345508837,0.746031746,0.645390071,0,0,0,0,0,79
"859",6174,0,0,0,16,12248,9674,11137,0.762,-0.723,0.918,0.864,-0.626,0.99,0.283454838,11,45638,562,45638,562,0.25,0.166716121,0.344095692,0.336382645,20699.86408,0,0,0,0,93
"860",7912,640,580,28,21,6364,5805,6097,0.762,-0.723,0.918,0.864,-0.626,0.99,0.155015198,10,30462,390,30462,390,0,0.527193566,0.717687075,0.277251185,0,0,0,0,0,66
"861",6460,550,560,23,20,7448,7285,7359,0.762,-0.723,0.918,0.864,-0.626,0.99,0.384161491,15,24750,1550,24750,1550,0.545,0.522856891,0.750643842,0.117860747,0,0,0,0,0,72
"862",3136,460,470,19,19,8012,7820,7902,0.762,-0.723,0.918,0.864,-0.626,0.99,0.75382982,14,3144,2439,12674,2439,0.818,0.151647267,0.601624182,0.318710161,135.7703625,12.7,23.8,13,13.3,79
"863",629,560,570,24,18,7933,6886,7445,0.762,-0.723,0.918,0.864,-0.626,0.99,0.202532736,16,3669,2636,14062,2636,0.583,0.235770897,0.431094947,0.264537511,142.7533598,0,0,0,0,78
"864",753,630,487,23,22,6592,5880,6239,0.63,-0.41,0.75,0.727,-0.307,0.778,0.221794166,11,4891,1159,7336,1159,0.3,0.219747022,0.610278373,0.663157895,56.53494772,0,0,0,0,57
"865",1241,603,624,27,22,6437,6390,6412,0.63,-0.41,0.75,0.727,-0.307,0.778,0.182767624,13,18650,520,18650,520,0,0.33278018,0.643623361,0.385185185,0,0,0,0,0,66
"866",3434,580,590,25,18,3201,2820,2997,0.63,-0.41,0.75,0.727,-0.307,0.778,0.306795733,15,14990,675,14990,675,0.455,0.683988482,0.786486486,0.485681558,0,0,0,0,0,76
"867",368,500,550,25,19,7207,5834,6404,0.63,-0.41,0.75,0.727,-0.307,0.778,0.302263324,13,4941,1284,4941,1284,0.091,0.256911642,0.576774194,0.762863535,61.33122414,0,0,0,0,67
"868",1939,600,600,26,16,9042,7869,8565,0.63,-0.41,0.75,0.727,-0.307,0.778,0.227171371,19,6388,1353,17056,1353,0.417,0.277493366,0.859974149,0.47745491,2724.104802,0,0,0,0,80
"869",133,645,665,26,15,8554,6686,7753,0.63,-0.41,0.75,0.727,-0.307,0.778,0.273780076,19,6604,1216,17633,1216,0.938,0.257325461,0.827411168,0.522318595,5919.905667,23,9.9,8.1,8.3,80
"870",5674,500,540,22,24,3618,3244,3513,0.63,-0.41,0.75,0.727,-0.307,0.778,0.190909091,11,12670,1950,12670,1950,0,0.331214567,0.36453202,0.945945946,0,0,0,0,0,63
"871",1275,463,515,25,22,6047,5541,5786,0.63,-0.41,0.75,0.727,-0.307,0.778,0.148874784,11,5027,1647,13423,1647,0,0.237627007,0.902702703,0.568862275,44.77264859,0,0,0,0,70
"872",6810,0,0,0,10,3088,2917,3028,0.819,-0.74,0.977,0.82,-0.915,0.95,0.275,6,23001,340,23001,340,0,1,0.739130435,0.264705882,0,15.9,17.3,14.7,14.9,89
"873",6636,0,0,0,10,4167,4086,4090,0.819,-0.74,0.977,0.82,-0.915,0.95,0.432907348,12,11480,770,11480,770,0,0.989582671,1,0.6875,0,14.8,17.6,15.3,15.5,0
"874",975,580,620,26,16,10101,7863,9132,0.819,-0.74,0.977,0.82,-0.915,0.95,0.277607048,19,8618,1642,17150,1642,0.417,0.438665817,0.957052407,0.287342579,1483.390323,14.8,17.6,15.3,15.5,74
"875",3051,540,490,23,30,4272,5000,4363,0.819,-0.74,0.977,0.82,-0.915,0.95,0.158371041,8,25626,750,25626,750,0,0.805483323,0.243407708,0.441666667,0,15.9,17.3,14.7,14.9,67
"876",7506,560,590,25,17,7220,6448,6850,0.819,-0.74,0.977,0.82,-0.915,0.95,0.236057871,13,18908,944,18908,944,0.8,0.629553193,0.725725095,0.262380539,0,0,0,0,0,77
"877",4294,0,0,27,9,5722,6062,6037,0.819,-0.74,0.977,0.82,-0.915,0.95,0.062801932,10,18288,975,18288,975,0,0,0.75,0.833333333,747.384058,15.6,19.2,16.5,16.5,0
"878",472,0,0,0,18,7989,7416,7736,0.819,-0.74,0.977,0.82,-0.915,0.95,0.226269986,13,28814,0,28814,0,0.5,0.484954772,0.63967803,0.265358993,106.9749039,0,0,0,0,81
"879",3936,570,580,24,16,8760,7620,8221,0.819,-0.74,0.977,0.82,-0.915,0.95,0.236384345,19,9096,1630,16404,1630,0.571,0.398997734,0.533668757,0.391321193,414.543539,0,0,0,0,76
