"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","HIGHBP","CHGENROL"
"733",4878,540,530,24,29,5958,5647,5782,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.589063795,17,"24250","575","24250","575",0,0.976400501,0.905607477,0.277605779,0,29,0.99834574
"734",3905,580,590,25,18,9035,8436,8786,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.232221677,13,"31260","990","31260","990",0,0.560344509,0.617565799,0.149281846,19.99558607,32.3,1.023080783
"735",5112,0,0,0,18,10742,9939,10324,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.764383562,13,"33678","1868","33678","1868",0,0,0.909041021,0.125867794,134.0852476,0,0.980777181
"736",6346,550,560,24,18,11538,10712,11121,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.575410605,13,"33678","1868","33678","1868",0.636,0,0.805838958,0.103233346,53.63697794,0,0.887399017
"737",1290,0,0,0,24,3954,0,3954,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.040540541,18,"10850","200","10850","200",0,0.762474609,1,1,0,0,1
"738",3262,580,610,27,19,10231,9820,10059,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.473824527,13,"35600","2980","35600","2980",0,0.607183384,0.668471069,0.161957891,318.4139603,0,1.02382134
"739",3041,0,0,0,30,8633,7316,8117,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.713250518,18,"42000","600","42000","600",0,0.733520462,0.460661345,0.277227723,0,29,1.078125
"740",6414,0,0,0,18,8890,8083,8468,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.692484223,12,"34870","1350","34870","1350",0,0.62378518,0.741135631,0.152224824,0,0,0.997424893
"741",22,0,0,0,9,6276,6369,6349,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.362249762,8,"13020","320","13020","320",0,0.897545376,0.460784314,0.425531915,0,33.5,1.00671785
"742",5334,0,0,0,18,9218,8477,8847,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.292464527,16,"33250","550","33250","550",0.455,0.669215417,0.449582112,0.291887977,148.50861,0,1.009456265
"743",7404,590,550,26,21,8612,8235,8379,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.432791728,11,"27360","1340","27360","1340",0,0.704633481,0.838080287,0.140219427,0,29,1.014485514
"744",3868,480,500,23,18,5826,5072,5369,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.401350338,16,"26252","0","26252","0",0,0.829290407,0.691900076,0.416849015,0,37.4,0.974415205
"745",6420,0,0,0,9,6821,7168,7121,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.110344828,5,"9193","2095","9193","2095",0,0.553326613,0.6,0.333333333,0,33.5,1.124031008
"746",4931,0,0,0,18,8761,8562,8635,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.62352066,17,"17466","610","17466","610",0,0.87305055,0.65691728,0.256214149,0,0,0.964076151
"747",3606,0,0,0,24,2183,0,2183,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,20,"9500","1510","9500","1510",0,0.536594882,0.8,0.75,0,0,1.234042553
"748",8043,0,0,0,24,3651,0,3651,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,6,"10250","0","10250","0",0,0.244906298,0.833333333,0.8,0,29,1.035714286
"749",6430,0,0,0,24,2952,0,2952,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.049019608,8,"6650","0","6650","0",0,0.226889005,0.857142857,0.866666667,0,0,0.871794872
"750",4620,570,580,26,18,10571,10267,10339,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.360077802,10,"26980","1050","26980","1050",0,0.90283228,0.755211268,0.201044386,0,0,1.08137242
"751",7029,525,530,24,18,8877,8247,8506,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.406370319,14,"27233","1000","27233","1000",0,0.669453118,0.895724138,0.129966123,0,0,0.991325468
"752",558,500,490,22,20,8388,8390,8389,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.713970912,14,"22806","850","22806","850",0,0.605035531,0.860643745,0.136421589,0,0,1.01114082
"753",1779,0,0,0,18,8260,8019,8110,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.278833967,9,"30120","1400","30120","1400",0,0.708172725,0.755507207,0.187544996,0,34.9,0.956653531
"754",2974,520,500,23,18,7581,8473,8121,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.910355156,12,"32450","1150","32450","1150",0,0.792427513,0.733850129,0.422535211,0,26.8,0.958376051
"755",8015,0,0,0,17,10802,10113,10469,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.66160798,10,"43073","1047","43073","1047",0,0.700670669,0.666167053,0.277970955,923.7786683,29,0.903481744
"756",8079,720,750,32,15,15212,11944,13803,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.646694034,10,"45278","2472","45278","2472",0,0.324646239,0.320733799,0.31957872,16263.48153,29,1.004034026
"757",7643,563,570,25,18,8256,7698,8019,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.401276426,13,"28500","1400","28500","1400",0,0.58921392,0.847417037,0.259588212,0,0,1.009462452
"758",3563,570,610,26,18,12184,10171,11403,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.775195482,14,"32300","1180","32300","1180",0,0.867100718,0.677679197,0.127820844,1279.560274,0,1.067717996
"759",7627,0,0,0,24,3767,0,3767,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.056737589,8,"9900","100","9900","100",0,0.530020217,1,1,0,0,1
"760",2738,580,580,26,17,12146,11061,11623,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.544927145,14,"39728","1605","39728","1605",0.091,0.739077193,0.838302618,0.148988308,312.5635456,29,1.005357748
"761",330,0,0,0,23,7942,6206,6663,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.918896321,28,"9900","1450","9900","1450",0,0.229455971,0.29218107,0.549295775,0,0,1.164556962
"762",7438,610,630,28,30,10337,9848,10119,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.621282099,8,"44580","2006","44580","2006",0,0.77179675,0.573864656,0.258992806,0,0,1.00988806
"763",5774,0,0,0,24,3177,0,3177,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.022813688,18,"12250","0","12250","0",0,0.240169385,1,1,0,0,0.981343284
"764",6667,0,0,0,24,4852,0,4852,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,10,"11700","350","11700","350",0,0.432943596,0.954545455,1,0,0,1.070175439
"765",1107,0,0,0,24,3760,0,3760,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,19,"8450","350","8450","350",0,0.485933695,0.8,1,0,0,0.986206897
"766",6576,0,0,0,24,1921,0,1921,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,33,"9300","300","9300","300",0,0.289403698,0.989130435,0.978021978,0,0,1.007858546
"767",1490,660,680,31,18,10211,8835,9719,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.468952585,13,"36596","528","36596","528",0,0.530422154,0.572749758,0.272812617,1673.774444,34.9,1.010721828
"768",3589,0,0,0,15,13892,10447,12828,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.518796352,10,"47450","810","47450","810",0,0.076058387,0.338209022,0.231099373,25558.43492,34.9,1.002306904
"769",7117,0,0,0,18,6328,6053,6124,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.36141778,12,"27000","1400","27000","1400",0,0.666997163,0.539078156,0.195539033,18.33527019,0,1.021668151
"770",3528,580,590,27,18,7064,5866,6628,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.317270789,11,"30424","965","30424","965",0,0.548178989,0.65987984,0.197268589,677.5223881,0,0.968608013
"771",522,500,500,22,22,9549,8641,9101,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.623433796,17,"22900","900","22900","900",0,0.815019193,0.787768475,0.24676525,0,0,0.971701218
"772",4842,0,0,0,9,8305,5031,5195,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.090909091,8,"17750","750","17750","750",0,0.73340209,0.333333333,0.333333333,0,32.3,0.997076023
"773",2419,0,0,0,21,9372,8457,8917,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.217227049,11,"49060","360","49060","360",0.727,0.499121399,0.461708645,0.250645042,48.67888175,0,1.005317129
"774",7194,0,0,0,18,8414,7909,8139,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.380233225,14,"28820","1006","28820","1006",0,0.687379492,0.817646008,0.138051551,0,33.5,1.015333851
"775",2479,0,0,0,9,0,5080,5080,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.099447514,5,"9760","2382","9760","2382",0,0.453466533,1,0.333333333,0,0,1.090361446
"776",7519,0,0,0,21,9880,9942,9911,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.44261424,9,"49680","1358","49680","1358",0,0.483666129,0.533759773,0.235019973,0,0,0.983795086
"777",1498,0,0,0,24,3754,0,3754,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,6,"9000","460","9000","460",0,0.104700192,0.301587302,1,0,0,0.964
"778",7879,0,0,0,21,8464,7827,8160,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.216519174,12,"33165","250","33165","250",0,0.458001766,0.760173787,0.143455896,0,0,0.992679356
"779",5254,670,673,30,21,9862,8719,9218,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.385135135,8,"48024","946","48024","946",0,0.472922635,0.364950635,0.220933977,758.5348506,0,0.975034674
"780",1839,550,560,24,19,8833,8644,8724,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.371463288,11,"23500","613","23500","613",0,0.87145188,0.679192547,0.235939643,0,0,0.933408944
"781",8071,570,600,26,17,9063,8431,8727,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.188919796,12,"30110","580","30110","580",0.636,0.744881262,0.623637157,0.193356643,0,34.9,0.982240437
"782",332,0,0,0,23,5931,5589,5763,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.379039924,16,"6470","1385","10840","1385",0,0.198470228,0.542613085,0.296243292,19.75998099,0,1.077316948
"783",4642,530,550,23,22,8411,8060,8243,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.375713909,19,"6470","1338","16320","1338",0,0.308944508,0.440068493,0.441418072,86.56919427,0,1.009222311
"784",435,490,500,21,23,5964,5751,5867,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.294680552,15,"6470","1500","16520","1500",0.6,0.155365625,0.582719187,0.358046228,13.89192232,0,0.957681941
"785",2733,580,590,26,15,9984,8200,9256,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.4796818,18,"6470","2526","19590","2526",0.273,0.201530214,0.564444643,0.205583756,1666.735914,33.5,1.009255945
"786",7248,660,720,31,15,11927,9825,11127,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.603078959,17,"6470","2385","21550","2385",0.5,0.096634551,0.40985767,0.202643801,4097.219672,0,1.011805751
"787",3981,640,670,28,19,10028,7942,9389,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.247743542,17,"6470","1289","16320","1289",0,0.043698509,0.604570936,0.247503566,67001.65204,0,1.07278798
"788",4393,550,570,25,18,7962,6904,7406,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.270808784,16,"6470","1434","15820","1434",0.5,0.231163693,0.52665827,0.228178557,81.67005892,0,1.0033319
"789",7878,500,500,22,18,8194,7204,7733,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.476691729,16,"6470","1199","16320","1199",0.636,0.186641734,0.623144967,0.218090099,335.7460795,37.4,0.983173754
"790",3495,580,580,26,19,7314,6812,7087,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.223510234,14,"6470","1604","16320","1604",0,0.234846535,0.592548077,0.268328021,300.1166455,0,0.946186804
"791",419,580,590,25,20,6720,6331,6540,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.21228384,18,"6470","1400","16320","1400",0,0.234550865,0.487179487,0.202981857,34.44200954,0,0.968105066
"792",384,590,600,26,18,7185,6549,6886,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.220326716,17,"6470","1464","16320","1464",0,0.23644077,0.510059715,0.267651297,187.1807279,0,0.986133768
"793",2386,0,0,0,18,6930,6143,6575,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.299726277,13,"6470","1453","16320","1453",0,0.183358486,0.73914791,0.232191408,35.77988139,0,0.954703833
"794",3590,610,570,27,21,7474,7049,7244,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.461214672,15,"6470","1797","16320","1797",0,0.230173073,0.408047427,0.242040185,14.25055121,0,0.97251462
"795",6869,530,550,0,21,8777,7998,8354,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.653046333,18,"6470","1173","16320","1173",0,0.211815006,0.500894055,0.173583222,217.4618752,0,1.004949588
"796",7316,600,600,25,18,7677,6399,7101,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.291827065,16,"6470","1380","16320","1380",0,0.241406725,0.496913207,0.234591961,103.4742375,0,0.983544488
"797",4671,590,610,26,22,7189,6779,7096,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.351416227,17,"6470","1339","16320","1339",0.5,0.24430599,0.683308495,0.364231189,106.2112338,0,1.045158053
"798",5537,630,660,29,16,11864,10145,11202,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.548116678,16,"41794","1524","41794","1524",0.333,0.566839088,0.483280207,0.216601332,1886.029597,32.3,1.020781791
"799",4868,0,0,0,24,2727,0,2727,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.117647059,8,"5100","0","5100","0",0,0.304716327,0,0,0,34.9,1.03030303
"800",6154,0,0,0,24,5984,0,5984,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.025157233,10,"10750","0","10750","0",0,0.396870447,1,1,0,0,0.883333333
"801",849,0,0,0,18,7449,7017,7236,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.456040807,16,"15900","800","15900","800",0,0.897413886,0.341208542,0.507323569,0,29,0.962913907
"802",1119,0,0,0,21,10251,8986,9707,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.267105263,10,"49542","471","49542","471",0,0.408191462,0.383088726,0.24727906,429.6842105,32.4,0.992167102
"803",4483,680,710,31,21,9553,8668,9309,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.333259226,7,".",".",".",".",0.167,0,0.10153741,0.831763122,4553.548911,0,0.975916685
"804",6124,0,0,0,19,7773,7013,7403,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.376545595,11,"33946","520","33946","520",0.4,0.750595769,0.828965249,0.151053864,12.19377898,0,1.082392304
"805",5993,750,740,33,21,11696,11056,11395,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.408472012,8,"50500","750","50500","750",0,0.416357038,0.25730144,0.343091936,1234.871407,0,0.997359487
"806",2677,0,0,0,13,3995,4122,4068,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.397363465,10,"19260","1000","19260","1000",0,0.851189207,0.847619048,0.513108614,0,37.4,1.003780718
"807",2291,590,610,27,30,4890,4176,4657,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.628625873,9,"35000","0","35000","0",0,0.978354129,0.753289474,0.254002911,0,29,0.948774608
"808",1337,0,0,0,19,7025,8015,7525,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.322371268,15,"42030","450","42030","450",0.091,0.712314625,0.684980378,0.219270833,0,0,0.98676345
"809",8167,730,770,33,27,9391,8334,9295,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.155555556,8,"45500","500","45500","500",0,0.009383706,0.361904762,0.684210526,0,0,1.022727273
"810",3491,550,540,25,21,7517,6766,7079,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.336314848,9,"36000","1500","36000","1500",0,0.310552688,0.626966292,0.120430108,0,0,1.031365314
"811",2030,0,0,0,10,0,5816,5816,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.934322034,39,"16860","0","16860","0",0,0.901589552,0.925925926,0.28,0,0,0.878957169
"812",3740,0,0,0,24,3705,0,3705,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,3,"8100","0","8100","0",0,0.34707889,1,1,0,0,0.888349515
"813",230,0,0,0,24,6270,0,6270,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0,13,"14850","110","14850","110",0,0.627771281,0.804878049,0.878787879,4716.076923,0,0.928571429
"814",660,690,680,29,15,12620,11193,12158,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.376842708,7,"37930","1600","37930","1600",0,0.262743897,0.804878049,0.619617225,39341.34822,29,0.975701718
"815",2486,0,0,0,24,2521,0,2521,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.021164021,15,"8600","0","8600","0",0,0.731403428,1,1,0,0,1.061797753
"816",1273,0,0,0,24,3022,0,3022,-1.077,-1.469,-0.024,-0.279,-1.705,0.076,0.052,21,"11500","100","11500","100",0,0.211937032,1,1,0,0,0.943396226
"817",8016,620,620,28,18,8236,7318,7797,0.739,-0.679,0.939,0.827,-0.685,0.979,0.145641498,16,"3961","2891","17786","2891",0.846,0.292515718,0.663762134,0.351105481,141.6964907,0,1.005090236
"818",4168,510,540,23,22,5855,5925,5891,0.739,-0.679,0.939,0.827,-0.685,0.979,0.445035461,11,"25643","2298","25643","2298",0,0.627618727,0.417808219,0.180327869,0,0,0.980017376
"819",4341,570,560,25,22,4703,4309,4508,0.739,-0.679,0.939,0.827,-0.685,0.979,0.589400116,15,"18500","0","18500","0",0,0.525227709,0.678698526,0.232209738,0,0,0.915733333
"820",534,0,0,0,21,5244,4960,5051,0.739,-0.679,0.939,0.827,-0.685,0.979,0.995923913,10,"15651","2499","15651","2499",0,0.276391013,0.948579161,0.112696148,0,35,0.994594595
"821",4264,0,0,0,21,5078,5106,5091,0.739,-0.679,0.939,0.827,-0.685,0.979,0.300671141,11,"26750","230","26750","230",0,0.468391373,0.410575428,0.187878788,0,0,1.012228261
"822",2388,510,520,22,26,6847,6151,6211,0.739,-0.679,0.939,0.827,-0.685,0.979,0.159633028,5,"11656","320","11656","320",0,0,0.9375,0.833333333,0,32.8,1.003683241
"823",4693,550,560,24,18,8571,7787,8248,0.739,-0.679,0.939,0.827,-0.685,0.979,0.336193772,16,"27800","1020","27800","1020",0.455,0.59777295,0.734983399,0.200410678,0,0,1.026570048
"824",7012,550,560,24,22,6852,6291,6579,0.739,-0.679,0.939,0.827,-0.685,0.979,0.320819113,13,"28730","0","28730","0",0.75,0.376729404,0.317933911,0.310797175,5.491467577,0,1.004801097
"825",5273,430,430,17,22,6486,6563,6517,0.739,-0.679,0.939,0.827,-0.685,0.979,0.818530351,16,"23400","0","23400","0",0.6,0.541107307,0.617519155,0.185110664,0,0,1.073388203
"826",2839,720,720,32,21,12639,11290,12080,0.739,-0.679,0.939,0.827,-0.685,0.979,0.307329843,10,"46501","465","46501","465",0.182,0.236541347,0.2212932,0.428211587,1044.122513,0,0.992723493
"827",3825,760,790,34,15,16932,11995,15140,0.739,-0.679,0.939,0.827,-0.685,0.979,0.511946552,7,"47650","1591","47650","1591",0.615,0.076791843,0.114221653,0.489624229,48923.16838,33.5,1.004950213
"828",4395,460,460,19,22,7788,7153,7548,0.739,-0.679,0.939,0.827,-0.685,0.979,0.832630098,15,"2820","1837","15173","1837",0.444,0.088363925,0.699542782,0.250233427,619.9878106,0,0.784768212
"829",403,640,650,29,20,9356,8666,9012,0.739,-0.679,0.939,0.827,-0.685,0.979,0.191012881,12,"31773","399","31773","399",0.364,0.64138626,0.571957878,0.25980225,0,0,1.02536395
"830",7583,460,470,20,19,8058,8021,8040,0.739,-0.679,0.939,0.827,-0.685,0.979,0.793475217,17,"2833","2052","14441","2052",0.4,0.157776806,0.603854933,0.2650147,171.5953514,38.2,0.936287362
"831",3087,530,550,24,18,7033,6307,6671,0.739,-0.679,0.939,0.827,-0.685,0.979,0.325865964,13,"27890","390","27890","390",0.364,0.634711189,0.52690119,0.225822288,0,0,0.876857049
"832",400,510,510,20,22,5880,5968,5914,0.739,-0.679,0.939,0.827,-0.685,0.979,0.500478469,12,"26300","600","26300","600",0.3,0.609172485,0.752511416,0.274271845,0,35,0.915061296
"833",4962,0,0,0,21,6712,5983,6337,0.739,-0.679,0.939,0.827,-0.685,0.979,0.379254457,14,"33710","380","33710","380",0.9,0.551782794,0.629043853,0.178857143,81.19448947,35,0.924344569
"834",1019,593,603,27,22,7441,6757,7117,0.739,-0.679,0.939,0.827,-0.685,0.979,0.202810811,13,"28600","3830","28600","3830",0,0.531674891,0.724931256,0.172208876,0,35.1,1.084662289
"835",2197,440,440,18,21,6184,6283,6239,0.739,-0.679,0.939,0.827,-0.685,0.979,0.992874109,12,"15466","2770","15466","2770",0.4,0.346226601,0.456281638,0.168431669,372.0397862,33.2,1.036307692
"836",1798,0,0,0,22,5056,4995,5026,0.739,-0.679,0.939,0.827,-0.685,0.979,0.407587549,15,"24154","1250","24154","1250",0,0.433232095,0.665,0.212674544,0,0,1.066390041
"837",2292,550,550,0,22,7184,6642,6922,0.739,-0.679,0.939,0.827,-0.685,0.979,0.277509864,12,"32140","0","32140","0",0.5,0.52525335,0.843515273,0.132977145,0,0,1.066884939
"838",3518,400,410,16,22,5439,5351,5392,0.739,-0.679,0.939,0.827,-0.685,0.979,0.996695307,17,"15002","2242","15002","2242",0.556,0.529430081,0.712724093,0.129141104,0,0,1.144478064
"839",8115,440,440,18,9,4502,4853,4689,0.739,-0.679,0.939,0.827,-0.685,0.979,0.795061728,15,"14827","2519","14827","2519",0,0.395799694,0.782535684,0.376609442,0,0,1.007462687
"840",3466,490,500,22,22,5324,5011,5163,0.739,-0.679,0.939,0.827,-0.685,0.979,0.309021113,12,"26132","3250","26132","3250",0.545,0.418661927,0.609634551,0.210899183,0,0,0.983018868
"841",4492,560,570,25,22,6936,6801,6838,0.739,-0.679,0.939,0.827,-0.685,0.979,0.2855127,12,"33630","100","33630","100",0,0.653777188,0.600232423,0.424975799,0,31,1.017711824
"842",56,530,550,23,22,7248,6698,6992,0.739,-0.679,0.939,0.827,-0.685,0.979,0.518063584,12,"30200","330","30200","330",0.4,0.631686017,0.559375,0.207501995,0,38.2,0.981212336
"843",7725,540,520,23,20,4819,4444,4724,0.739,-0.679,0.939,0.827,-0.685,0.979,0.393322476,18,"24020","200","24020","200",0,0.426880825,0.543757293,0.339055794,0,0,1.066898349
"844",1653,500,520,21,22,6469,6110,6322,0.739,-0.679,0.939,0.827,-0.685,0.979,0.50908683,14,"18400","0","18400","0",0,0.757291847,0.50530504,0.264216973,0,0,0.977841158
"845",345,640,610,28,21,8018,7550,7805,0.739,-0.679,0.939,0.827,-0.685,0.979,0.178610563,14,"3849","2756","19463","2756",0,0.253609358,0.785083714,0.284994184,413.8040763,29.4,1.005952381
"846",730,710,720,33,15,13111,10207,11809,0.739,-0.679,0.939,0.827,-0.685,0.979,0.369779298,14,"6648","1943","31730","1943",0.786,0.127453792,0.305365572,0.428601472,24518.56442,0,0.998956159
"847",6339,580,600,25,17,9767,7650,8771,0.739,-0.679,0.939,0.827,-0.685,0.979,0.414395284,19,"3628","2904","16799","2904",0.167,0.312244408,0.633095282,0.332819128,902.2410307,33.2,1.023252797
"848",6196,560,550,25,16,8977,7482,8150,0.739,-0.679,0.939,0.827,-0.685,0.979,0.439736603,17,"4129","2616","18991","2616",0,0.241911209,0.586030664,0.447835917,819.9214805,35,1.040151157
"849",2722,470,470,20,18,8097,7400,7737,0.739,-0.679,0.939,0.827,-0.685,0.979,0.878070974,16,"3555","2200","15593","2200",0.727,0.202246584,0.65873742,0.21984127,820.6575296,33.5,0.959511077
"850",6141,630,600,27,30,7320,6615,7051,0.739,-0.679,0.939,0.827,-0.685,0.979,0.269547325,6,"6120","2863","21540","2863",0,0.198450041,0.343855693,0.652459016,0.430041152,35.4,1.047413793
"851",4068,630,630,27,18,8661,7376,8013,0.739,-0.679,0.939,0.827,-0.685,0.979,0.210378262,17,"4188","2503","18054","2503",0,0.334900288,0.609577071,0.290854358,787.1744673,30.1,1.04962935
"852",7927,490,490,21,21,5670,5744,5710,0.739,-0.679,0.939,0.827,-0.685,0.979,0.541913633,15,"25650","200","25650","200",0,0.543795488,0.501913614,0.234204793,0,31,0.960162602
"853",165,490,500,22,19,7257,6278,6746,0.739,-0.679,0.939,0.827,-0.685,0.979,0.597057235,15,"3371","2193","13819","2193",0.6,0.184408149,0.743690165,0.360737273,71.40861231,0,0.996904858
"854",4001,550,560,23,22,5303,4654,5162,0.739,-0.679,0.939,0.827,-0.685,0.979,0.321266968,12,"13440","0","13440","0",0,0.368283736,0.419642857,0.585106383,0,0,1.088669951
"855",2230,410,430,17,22,5383,4856,5137,0.739,-0.679,0.939,0.827,-0.685,0.979,0.986976744,12,"12890","5000","12890","5000",0.1,0.2806739,0.576520728,0.141801075,0,31,0.816869301
"856",7827,640,600,29,21,6271,6099,6137,0.739,-0.679,0.939,0.827,-0.685,0.979,0.453883495,11,"25870","366","25870","366",0,0.311104339,0.622369878,0.332740214,0,35.4,0.955177743
"857",5207,0,0,0,22,5003,4970,4987,0.739,-0.679,0.939,0.827,-0.685,0.979,0.993058999,14,"11808","4672","11808","4672",0.1,0.529854311,0.604771372,0.132149901,1052.863659,31,0.884649123
"858",2659,0,0,0,-3,5721,5608,5719,0.739,-0.679,0.939,0.827,-0.685,0.979,0.182003396,20,"7584","540","7584","540",0,0.367938608,0.984126984,0.693548387,0,0,0.912047073
"859",6174,0,0,0,16,12481,9988,11404,0.739,-0.679,0.939,0.827,-0.685,0.979,0.291496025,10,"47120","562","47120","562",0.25,0.191701016,0.293878473,0.328977709,20796.91641,35.4,1.025824787
"860",7912,650,590,28,21,6471,5885,6178,0.739,-0.679,0.939,0.827,-0.685,0.979,0.185300207,9,"31980","580","31980","580",0,0.380495571,0.838071693,0.287610619,0,0,0.978723404
"861",6460,560,570,25,20,7415,7369,7389,0.739,-0.679,0.939,0.827,-0.685,0.979,0.404092853,14,"27930","0","27930","0",0.545,0.580059154,0.698054378,0.118634983,0,0,1.016770186
"862",3136,460,470,19,19,8420,7776,8052,0.739,-0.679,0.939,0.827,-0.685,0.979,0.763061775,14,"3238","2469","13054","2469",0.545,0.156649484,0.58530594,0.33842045,125.4521201,35.4,0.955103898
"863",629,560,570,24,18,8003,7085,7568,0.739,-0.679,0.939,0.827,-0.685,0.979,0.215402724,16,"3779","2844","14172","2844",0.636,0.244082006,0.402678117,0.229970535,141.3291576,0,1.024638181
"864",753,550,530,22,22,7235,6080,6633,0.624,-0.41,0.744,0.703,-0.29,0.76,0.205580866,10,"5013","1159","7520","1159",0.3,0.215363887,0.930835735,0.653250774,72.25284738,0,0.966428178
"865",1241,579,581,28,22,6681,6703,6693,0.624,-0.41,0.744,0.703,-0.29,0.76,0.168067227,13,"19350","520","19350","520",0,0.441195629,0.649867374,0.314285714,0,0,0.932114883
"866",3434,600,580,26,18,6352,6583,6487,0.624,-0.41,0.744,0.703,-0.29,0.76,0.196500673,13,"15440","1245","15440","1245",0.091,0.636022486,0.956666667,0.476190476,0,0,0.733899644
"867",368,510,520,24,19,7294,6329,6739,0.624,-0.41,0.744,0.703,-0.29,0.76,0.303157895,12,"5065","1325","5065","1325",0.091,0.230489996,0.567857143,0.714884696,95.17590643,0,1.040399124
